UMAP1,UMAP2,CellType,Group
6.99733258122018,24.0437430650933,cancercells,PCR
6.89777036380824,24.0291442173866,cancercells,PCR
6.844298683327,24.0268114327257,cancercells,PCR
4.94875405904242,4.03487081646031,cancercells,RD
4.69286040897801,3.7457667034994,cancercells,RD
4.35898437774331,3.41515408413857,cancercells,RD
4.03115985040215,3.07714336033656,cancercells,RD
3.77390447081839,2.79478258262689,cancercells,RD
3.54678762740764,2.58071563596398,cancercells,RD
3.26860201683491,2.29527020631344,cancercells,RD
3.06814183552143,2.08835940374591,cancercells,RD
2.84848677552689,1.95385052409321,cancercells,RD
2.67373952678795,1.84936947523363,cancercells,RD
2.44466633342315,1.64978011432391,cancercells,RD
2.35428526031258,1.34853919480014,cancercells,RD
1.99242113384822,1.43790215494234,cancercells,RD
1.87878366646763,1.2915759708848,cancercells,RD
1.66726806912563,1.30663044049853,cancercells,RD
1.8307093851914,0.850525109941626,cancercells,RD
1.62778797374223,0.737774363722168,cancercells,RD
1.16995216148919,0.888486930018952,cancercells,RD
1.09410671283875,0.659734586749692,cancercells,RD
1.26920857200468,0.296305837089565,cancercells,RD
0.819735600892769,0.388302137052722,cancercells,RD
0.502119886705649,0.343367781320529,cancercells,RD
0.546121809638525,-0.0452131508684119,cancercells,RD
0.488549471612413,-0.247622495193711,cancercells,RD
0.114665674033677,-0.235797274683482,cancercells,RD
0.169165106435168,-0.564351892649604,cancercells,RD
-0.273039548175002,-0.503001551909716,cancercells,RD
-0.364711251646948,-0.858898151189428,cancercells,RD
-0.33085082259093,-1.02152949598357,cancercells,RD
-0.706727627674138,-0.986213596646176,cancercells,RD
-0.654665321554379,-1.38536540959399,cancercells,RD
-1.06152705507352,-1.13772027420951,cancercells,RD
-0.955134360557054,-1.65857424674524,cancercells,RD
-1.10218679576294,-1.6750032647228,cancercells,RD
-1.56177963180956,-1.61907303536795,cancercells,RD
-1.50704533068361,-1.99591113334141,cancercells,RD
-1.54382662040312,-2.04388121512021,cancercells,RD
-2.05334359643814,-2.02024820258938,cancercells,RD
-1.89046826223456,-2.36990167912015,cancercells,RD
-1.91835695983985,-2.52628780359408,cancercells,RD
-2.26054232404076,-2.43915205504257,cancercells,RD
-2.37990248850134,-2.73476597181391,cancercells,RD
-2.38961576459682,-3.02275138060026,cancercells,RD
